Numéro;Petite région agricole;Région agricole SAFER;Région agricole MdA;Vieille Région agricole MdA;code pra;code safer;code minister;code insee
38;Préalpes;Préalpes, Région haute-alpine;Préalpes, région haute-alpine;Préalpes;pra276;ra156;ram156;38453
38;Région haute-alpine;Préalpes, Région haute-alpine;Préalpes, région haute-alpine;Région haute-alpine;pra277;ra156;ram156;38457
38;Vallée du Grésivaudan;Vallée du Grésivaudan, Vallée du Rhône;Vallée du Grésivaudan, Vallée du Rhône;Vallée du Grésivaudan;pra278;ra157;ram157;38217
38;Vallée du Rhône;Vallée du Grésivaudan, Vallée du Rhône;Vallée du Grésivaudan, Vallée du Rhône;Vallée du Rhône;pra279;ra157;ram157;38465
39;Bresse;Bresse;Bresse;Bresse;pra280;ra158;ram158;39446
39;Combe d'Ain;Nord Jura;Nord Jura;Combe d'Ain;pra281;ra159;ram159;39209
39;Deuxième plateau;Deuxième plateau;Deuxieme plateau;Deuxième plateau;pra282;ra160;ram160;39452
39;Finage;Nord Jura;Nord Jura;Finage;pra283;ra159;ram159;39206
39;Haut-Jura;Haut-Jura;Haut Jura;Haut-Jura;pra284;ra161;ram161;39449
39;Petite montagne;Sud Jura;Sud Jura;Petite montagne;pra285;ra162;ram162;39451
39;Plaine doloise;Nord Jura;Nord Jura;Plaine doloise;pra286;ra159;ram159;39447
39;Plateau inférieur du Jura;Nord Jura;Nord Jura;Plateau inférieur du Jura;pra287;ra159;ram159;39212
39;Val d'Amour et Forêt de Chaux;Nord Jura;Nord Jura;Val d'Amour et Forêt de Chaux;pra288;ra159;ram159;39203
39;Vignoble du Jura;Vignoble du Jura;Vignoble du Jura;Vignoble du Jura;pra289;ra163;ram163;39207
40;Bas-Armagnac;Marsan et Armagnac;Marsan et Armagnac;Bas-Armagnac;pra290;ra164;ram164;40388
40;Chalosse;Chalosse et Gaves;Chalosse et Gaves;Chalosse;pra291;ra165;ram165;40382
40;Grandes Landes;Marensin et forêt landaise;Marensin et forêt landaise;Grandes Landes;pra292;ra166;ram166;40378
40;Marenne;Chalosse et Gaves;Chalosse et Gaves;Marenne;pra293;ra165;ram165;40132
40;Marensin;Marensin et forêt landaise;Marensin et forêt landaise;Marensin;pra294;ra166;ram166;40131
40;Marsan;Marsan et Armagnac;Marsan et Armagnac;Marsan;pra295;ra164;ram164;40133
40;Pays de Born;Marensin et forêt landaise;Marensin et forêt landaise;Pays de Born;pra296;ra166;ram166;40130
40;Pays de Gosse;Chalosse et Gaves;Chalosse et Gaves;Pays de Gosse;pra297;ra165;ram165;40145
40;Petites Landes de Roquefort;Marensin et forêt landaise;Marensin et forêt landaise;Petites Landes de Roquefort;pra298;ra166;ram166;40134
40;Seignanx;Chalosse et Gaves;Chalosse et Gaves;Seignanx;pra299;ra165;ram165;40144
40;Tursan;Chalosse et Gaves;Chalosse et Gaves;Tursan;pra300;ra165;ram165;40387
40;Vallée du Gave de Pau;Chalosse et Gaves;Chalosse et Gaves;Vallée du Gave de Pau;pra301;ra165;ram165;40379
40;Vallée du Gave d'Oloron;Chalosse et Gaves;Chalosse et Gaves;Vallée du Gave d'Oloron;pra302;ra165;ram165;40380
41;Beauce;Beauce;Beauce;Beauce;pra303;ra167;ram167;41341
41;Champagne berrichonne;Grande Sologne, Champagne berrichonne;Grande Sologne, Champagne berrichonne;Champagne berrichonne;pra304;ra168;ram168;41434
41;Gâtine tourangelle;Perche, Gâtine, Vallée du Loir;Perche, Gâtine, vallée du Loir;Gâtine tourangelle;pra305;ra169;ram169;41346
41;Grande Sologne;Grande Sologne, Champagne berrichonne;Grande Sologne, Champagne berrichonne;Grande Sologne;pra306;ra168;ram168;41343
41;Perche;Perche, Gâtine, Vallée du Loir;Perche, Gâtine, vallée du Loir;Perche;pra307;ra169;ram169;41351
41;Perche vendômois;Perche, Gâtine, Vallée du Loir;Perche, Gâtine, vallée du Loir;Perche vendômois;pra308;ra169;ram169;41075
41;Plateaux bocagers de Touraine méridionale;Plateaux bocagers de Touraine méridionale;Plateaux bocagers Touraine méridionale;Plateaux bocagers de Touraine méridionale;pra309;ra170;ram170;41435
41;Sologne viticole;Sologne viticole, Vallée de la Loire;Sologne viticole, vallée de la Loire;Sologne viticole;pra310;ra171;ram171;41065
41;Vallée et coteaux de la Loire;Sologne viticole, Vallée de la Loire;Sologne viticole, vallée de la Loire;Vallée et coteaux de la Loire;pra311;ra171;ram171;41068
41;Vallée et coteaux du Loir;Perche, Gâtine, Vallée du Loir;Perche, Gâtine, vallée du Loir;Vallée et coteaux du Loir;pra312;ra169;ram169;41350
42;Côte roannaise;Plaine du Forez et Roannais;Plaine du Forez et Roannais;Côte roannaise;pra313;ra172;ram172;42191
42;Monts de la Madeleine;Monts du Forez, Madeleine, Pilât;Monts du Forez, Madeleine, Pilat;Monts de la Madeleine;pra314;ra173;ram173;42192
42;Monts du Forez;Monts du Forez, Madeleine, Pilât;Monts du Forez, Madeleine, Pilat;Monts du Forez;pra315;ra173;ram173;42425
42;Monts du Jarez et bassin houiller stéphanois;Monts du Lyonnais et du Jarez;Monts du Lyonnais et du Jarez;Monts du Jarez et bassin houiller stéphanois;pra316;ra174;ram174;42168
42;Monts du Lyonnais;Monts du Lyonnais et du Jarez;Monts du Lyonnais et du Jarez;Monts du Lyonnais;pra317;ra174;ram174;42445
42;Monts du Pilat;Monts du Forez, Madeleine, Pilât;Monts du Forez, Madeleine, Pilat;Monts du Pilat;pra318;ra173;ram173;42170
42;Plaine du Forez;Plaine du Forez et Roannais;Plaine du Forez et Roannais;Plaine du Forez;pra319;ra172;ram172;42193
42;Plaine roannaise;Plaine du Forez et Roannais;Plaine du Forez et Roannais;Plaine roannaise;pra320;ra172;ram172;42190
42;Plateau de Neulise;Plaine du Forez et Roannais;Plaine du Forez et Roannais;Plateau de Neulise;pra321;ra172;ram172;42189
42;Vallée du Rhône;Monts du Forez, Madeleine, Pilât;Monts du Forez, Madeleine, Pilat;Vallée du Rhône;pra322;ra173;ram173;42465
43;Bassin du Puy;Bassin du Puy, Velay basaltique, Mézenc-Meygal;Le Pyv en basaltique, Mézenc-Meygal;Bassin du Puy;pra323;ra175;ram175;43172
43;Brivadois;Brivadois, Cézallier, Margeride, Limagne;Brivadois, Cézallier, Margeride, Limagne;Brivadois;pra324;ra176;ram176;43177
43;Cézallier;Brivadois, Cézallier, Margeride, Limagne;Brivadois, Cézallier, Margeride, Limagne;Cézallier;pra325;ra176;ram176;43417
43;Limagne;Brivadois, Cézallier, Margeride, Limagne;Brivadois, Cézallier, Margeride, Limagne;Limagne;pra326;ra176;ram176;43427
43;Margeride;Brivadois, Cézallier, Margeride, Limagne;Brivadois, Cézallier, Margeride, Limagne;Margeride;pra327;ra176;ram176;43418
43;Massif du Mézenc-Meygal;Bassin du Puy, Velay basaltique, Mézenc-Meygal;Le Pyv en basaltique, Mézenc-Meygal;Massif du Mézenc-Meygal;pra328;ra175;ram175;43423
43;Monts du Forez;Monts du Forez;Monts du Forez;Monts du Forez;pra329;ra177;ram177;43425
43;Velay basaltique;Bassin du Puy, Velay basaltique, Mézenc-Meygal;Le Pyv en basaltique, Mézenc-Meygal;Velay basaltique;pra330;ra175;ram175;43424
44;Bas-bocage;Marais breton, Bas-bocage;Marais breton et bas bocage;Bas-bocage;pra331;ra178;ram178;44368
44;Bocage angevin;Bocage angevin;Bocage angevin;Bocage angevin;pra332;ra179;ram179;44356
44;Estuaire de la Loire;Estuaire de la Loire, Région nantaise;Estuaire de la Loire, région nantaise;Estuaire de la Loire;pra333;ra180;ram180;44106
44;Marais breton;Marais breton, Bas-bocage;Marais breton et bas bocage;Marais breton;pra334;ra178;ram178;44365
44;Pays de Châteaubriant;Pays de Chàteaubriant;Pays de Châteaubriant;Pays de Châteaubriant;pra335;ra181;ram181;44104
44;Pays de Redon;Nord-ouest Loire-Atlantique;Nord-Ouest Loire-Atlantique;Pays de Redon;pra336;ra182;ram182;44363
44;Pays de Retz;Pays de Retz;Pays de Retz;Pays de Retz;pra337;ra183;ram183;44108
44;Pays de Sèvre-et-Maine;Pays de Sèvre-et-Maine;Pays de Sèvre-et-Maine;Pays de Sèvre-et-Maine;pra338;ra184;ram184;44373
44;Plateaux boisés nantais;Nord-ouest Loire-Atlantique;Nord-Ouest Loire-Atlantique;Plateaux boisés nantais;pra339;ra182;ram182;44105
44;Presqu'île guérandaise et Grande Brière;Nord-ouest Loire-Atlantique;Nord-Ouest Loire-Atlantique;Presqu'île guérandaise et Grande Brière;pra340;ra182;ram182;44364
44;Région urbaine et maraîchère de Nantes;Nord-ouest Loire-Atlantique;Nord-Ouest Loire-Atlantique;Région urbaine et maraîchère de Nantes;pra341;ra182;ram182;44107
45;Beauce de Patay;Val de Loire, Beauce de Patay;Val de Loire, Beauce de Patay;Beauce de Patay;pra342;ra185;ram185;45341
45;Beauce riche;Beauce riche;Beauce riche;Beauce riche;pra343;ra186;ram186;45342
45;Berry;Puisaye, Sologne, Berry;Puisaye, Sologne, Berry;Berry;pra344;ra187;ram187;45439
45;Gâtinais pauvre;Gâtinais pauvre;Gâtinais pauvre (Est);Gâtinais pauvre;pra345;ra188;ram188;45338
45;Gâtinais riche;Gâtinais riche;Gâtinais riche (Ouest);Gâtinais riche;pra346;ra189;ram189;45339
45;Orléanais;Orléanais;Orléanais;Orléanais;pra347;ra190;ram190;45063
45;Puisaye;Puisaye, Sologne, Berry;Puisaye, Sologne, Berry;Puisaye;pra348;ra187;ram187;45340
45;Sologne;Puisaye, Sologne, Berry;Puisaye, Sologne, Berry;Sologne;pra349;ra187;ram187;45343
45;Val de Loire;Val de Loire, Beauce de Patay;Val de Loire, Beauce de Patay;Val de Loire;pra350;ra185;ram185;45067
46;Bourianne;Bourianne;Bourianne;Bourianne;pra351;ra191;ram191;46159
46;Causses;Quercy blanc, Causses;Quercy blanc, Causses;Causses;pra352;ra192;ram192;46394
46;Limargue;Limargue et Ségala;Limargue, Ségala;Limargue;pra353;ra193;ram193;46408
46;Quercy blanc;Quercy blanc, Causses;Quercy blanc, Causses;Quercy blanc;pra354;ra192;ram192;46396
46;Ségala;Limargue et Ségala;Limargue, Ségala;Ségala;pra355;ra193;ram193;46409
46;Vallée de la Dordogne;Vallée de la Dordogne;Vallée de la Dordogne;Vallée de la Dordogne;pra356;ra191;ram191;46160
46;Vallée du Lot;Vallée du Lot;Vallée du Lot;Vallée du Lot;pra357;ra191;ram191;46407
47;Bergeracois;Coteaux nord, Duras, Périgord;Coteaux Nord, Duras, Périgord;Bergeracois;pra358;ra194;ram194;47401
47;Causses;Pays de Serres, Causses;Pays de Serres, Causses;Causses;pra359;ra195;ram195;47394
47;Coteaux Bordure Landes;Coteaux Bordure Landes, Grandes Landes;Coteaux bordure Landes, Grandes Landes;Coteaux Bordure Landes;pra360;ra196;ram196;47157
47;Coteaux nord du Lot-et-Garonne;Coteaux nord, Duras, Périgord;Coteaux Nord, Duras, Périgord;Coteaux nord du Lot-et-Garonne;pra361;ra194;ram194;47156
47;Coteaux sud de Garonne;Coteaux sud de Garonne;Coteaux Sud Garonne;Coteaux sud de Garonne;pra362;ra197;ram197;47398
47;Duras;Coteaux nord, Duras, Périgord;Coteaux Nord, Duras, Périgord;Duras;pra363;ra194;ram194;47402
47;Grandes Landes;Coteaux Bordure Landes, Grandes Landes;Coteaux bordure Landes, Grandes Landes;Grandes Landes;pra364;ra196;ram196;47378
47;Pays de Serres;Pays de Serres, Causses;Pays de Serres, Causses;Pays de Serres;pra365;ra195;ram195;47399
47;Périgord noir;Coteaux nord, Duras, Périgord;Coteaux Nord, Duras, Périgord;Périgord noir;pra366;ra194;ram194;47404
47;Plaines de la Garonne et du Lot;Plaines de la Garonne et du Lot;Plaines de la Garonne et du Lot;Plaines de la Garonne et du Lot;pra367;ra198;ram198;47400
48;Aubrac;Margeride, Aubrac;Margeride, Aubrac;Aubrac;pra368;ra199;ram199;48419
48;Causses;Cévennes, Causses;Cévennes, Causses;Causses;pra369;ra200;ram200;48411
48;Cévennes;Cévennes, Causses;Cévennes, Causses;Cévennes;pra370;ra200;ram200;48410
48;Margeride;Margeride, Aubrac;Margeride, Aubrac;Margeride;pra371;ra199;ram199;48418
49;Beaugeois;Beaugeois;Beaugeois;Beaugeois;pra372;ra201;ram201;49345
49;Bocage angevin;Bocage angevin;Bocage angevin;Bocage angevin;pra373;ra202;ram202;49356
49;Le Lavon;Le Lavon;Le Lavon;Choletais;pra374;ra203;ram203;49373
49;Les Mauges;Les Mauges;Les Mauges;Choletais;pra375;ra204;ram204;49373
49;Saumurois;Saumurois;Saumurois;Saumurois;pra376;ra205;ram205;49347
49;Vallée de la Loire;Vallée de la Loire;Vallée de la Loire;Vallée de la Loire;pra377;ra206;ram206;49344
50;Avranchin;Avranchin;Avranchin;Avranchin;pra378;ra207;ram207;50087
50;Bocage de Coutances et de Saint-Lô;Bocage de Coutances et de Saint-Lô;Bocage de Coutance et de Saint-Lô;Bocage de Coutances et de Saint-Lô;pra379;ra208;ram208;50086
50;Bocage de Valognes;La Hague, Bocage de Valognes;La Hague, bocage de Valognes;Bocage de Valognes;pra380;ra209;ram209;50082
50;Cotentin;Cotentin;Cotentin;Cotentin;pra381;ra210;ram210;50084
50;La Hague;La Hague, Bocage de Valognes;La Hague, bocage de Valognes;La Hague;pra382;ra209;ram209;50081
50;Le Mortainais;Le Mortainais;Le Mortainais;Le Mortainais;pra383;ra211;ram211;50354
50;Val de Saire;Val de Saire;Val de Saire;Val de Saire;pra384;ra212;ram212;50083
51;Argonne;Champagne humide, Argonne, Perthois;Champagne humide, Argonne, Perthois;Argonne;pra385;ra213;ram213;51315
51;Brie champenoise;Brie champenoise;Brie champenoise;Brie champenoise;pra386;ra214;ram214;51335
51;Champagne crayeuse;Champagne crayeuse;Champagne crayeuse;Champagne crayeuse;pra387;ra215;ram215;51317
51;Champagne humide;Champagne humide, Argonne, Perthois;Champagne humide, Argonne, Perthois;Champagne humide;pra388;ra213;ram213;51318
51;Pays rémois;Pays rémois;Pays rémois;Pays rémois;pra389;ra216;ram216;51018
51;Perthois;Champagne humide, Argonne, Perthois;Champagne humide, Argonne, Perthois;Perthois;pra390;ra213;ram213;51321
